customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status
15224,23,113000.0,MORTGAGE,4,VENTURE,E,19750.0,21.21,3,No,4,DEFAULT
15226,21,50000.0,RENT,4,HOME IMPROVEMENT,C,15000.0,15.7,1,Yes,3,DEFAULT
15227,24,56000.0,RENT,1,DEBT CONSOLIDATION,B,15000.0,12.87,4,Yes,2,NO DEFAULT
15228,25,125000.0,MORTGAGE,6,MEDICAL,A,8000.0,9.63,5,Yes,2,NO DEFAULT
15229,25,125000.0,MORTGAGE,1,HOME IMPROVEMENT,C,14000.0,14.42,5,Yes,4,NO DEFAULT
15230,23,125000.0,OTHER,4,VENTURE,A,7500.0,8.0,3,Yes,4,NO DEFAULT
15231,22,125000.0,MORTGAGE,6,VENTURE,A,10000.0,10.99,2,Yes,2,NO DEFAULT
15232,25,125000.0,MORTGAGE,5,HOME IMPROVEMENT,B,12000.0,10.99,5,Yes,3,NO DEFAULT
15233,26,125000.0,MORTGAGE,4,MEDICAL,A,9600.0,5.79,6,Yes,2,NO DEFAULT
15235,25,57000.0,RENT,4,EDUCATION,B,15000.0,13.85,5,Yes,4,NO DEFAULT
15237,22,125004.0,MORTGAGE,6,EDUCATION,A,30000.0,7.9,2,Yes,2,NO DEFAULT
15239,25,125004.0,MORTGAGE,4,HOME IMPROVEMENT,A,15000.0,7.88,5,Yes,3,NO DEFAULT
15240,22,125004.0,OTHER,6,VENTURE,C,10000.0,14.74,2,Yes,2,NO DEFAULT
15241,22,125555.0,MORTGAGE,2,MEDICAL,A,9000.0,10.99,2,Yes,4,NO DEFAULT
15242,25,126000.0,MORTGAGE,9,EDUCATION,A,15000.0,7.9,5,Yes,3,NO DEFAULT
15243,25,126000.0,MORTGAGE,9,VENTURE,A,10200.0,10.99,5,Yes,4,NO DEFAULT
15244,24,126000.0,MORTGAGE,7,MEDICAL,B,11800.0,10.99,4,Yes,2,NO DEFAULT
15245,22,126000.0,MORTGAGE,6,EDUCATION,C,3600.0,15.99,2,Yes,3,NO DEFAULT
15246,26,114000.0,MORTGAGE,4,HOME IMPROVEMENT,A,6000.0,10.0,6,No,2,DEFAULT
15248,24,53000.0,RENT,1,DEBT CONSOLIDATION,C,15000.0,16.77,4,No,2,DEFAULT
15249,26,126000.0,MORTGAGE,3,PERSONAL,A,11000.0,7.14,6,Yes,4,NO DEFAULT
15251,22,126000.0,MORTGAGE,6,EDUCATION,A,24000.0,11.36,2,Yes,4,NO DEFAULT
15253,26,126000.0,MORTGAGE,4,HOME IMPROVEMENT,B,7500.0,13.92,6,Yes,3,NO DEFAULT
15254,23,59880.0,RENT,4,MEDICAL,A,15000.0,10.99,3,Yes,4,NO DEFAULT
15255,25,126500.0,MORTGAGE,2,EDUCATION,A,2000.0,10.99,5,Yes,2,NO DEFAULT
15256,22,60000.0,RENT,4,MEDICAL,A,15000.0,11.71,2,Yes,4,NO DEFAULT
15257,23,97583.0,MORTGAGE,7,MEDICAL,C,6950.0,13.67,3,No,2,DEFAULT
15258,23,126996.0,OWN,2,EDUCATION,A,11000.0,10.0,3,Yes,2,NO DEFAULT
15259,25,127000.0,MORTGAGE,9,PERSONAL,A,6000.0,9.91,5,Yes,2,NO DEFAULT
15260,26,127000.0,MORTGAGE,10,EDUCATION,A,6000.0,5.42,6,Yes,3,NO DEFAULT
15261,26,127000.0,MORTGAGE,5,DEBT CONSOLIDATION,B,4900.0,10.99,6,Yes,3,NO DEFAULT
15262,24,97750.0,MORTGAGE,4,MEDICAL,D,24000.0,17.39,4,Yes,3,DEFAULT
15263,25,97750.0,OWN,9,MEDICAL,D,20000.0,17.39,5,Yes,3,DEFAULT
15264,24,115000.0,MORTGAGE,3,DEBT CONSOLIDATION,C,12000.0,15.05,4,No,4,DEFAULT
15265,26,127500.0,MORTGAGE,7,HOME IMPROVEMENT,A,10000.0,7.51,6,Yes,3,NO DEFAULT
15266,22,127500.0,MORTGAGE,2,MEDICAL,A,15000.0,7.49,2,Yes,4,NO DEFAULT
15267,23,54000.0,RENT,7,MEDICAL,B,15000.0,15.27,3,No,2,DEFAULT
15268,26,127500.0,OWN,9,MEDICAL,C,24250.0,15.31,6,Yes,4,NO DEFAULT
15269,25,127741.0,MORTGAGE,9,DEBT CONSOLIDATION,A,12000.0,7.88,5,Yes,2,NO DEFAULT
15270,26,127992.0,MORTGAGE,10,MEDICAL,B,26000.0,13.99,6,Yes,3,NO DEFAULT
15271,26,128000.0,MORTGAGE,8,DEBT CONSOLIDATION,A,35000.0,8.9,6,Yes,3,NO DEFAULT
15272,24,128000.0,MORTGAGE,4,EDUCATION,A,12000.0,6.03,4,Yes,3,NO DEFAULT
15273,26,60000.0,RENT,7,DEBT CONSOLIDATION,A,15000.0,6.03,6,Yes,3,NO DEFAULT
15274,23,128000.0,MORTGAGE,7,EDUCATION,A,6000.0,7.49,3,Yes,2,NO DEFAULT
15275,23,128000.0,MORTGAGE,4,EDUCATION,B,4800.0,12.99,3,Yes,2,NO DEFAULT
15276,26,116000.0,MORTGAGE,5,VENTURE,B,5000.0,10.99,6,Yes,3,DEFAULT
15277,22,128000.0,MORTGAGE,6,VENTURE,A,21600.0,6.91,2,Yes,4,NO DEFAULT
15278,23,128000.0,MORTGAGE,7,VENTURE,B,3000.0,14.72,3,Yes,4,NO DEFAULT
15279,22,128474.0,MORTGAGE,6,DEBT CONSOLIDATION,A,30000.0,7.29,2,Yes,2,NO DEFAULT
15280,25,128500.0,MORTGAGE,1,HOME IMPROVEMENT,B,15000.0,12.53,5,Yes,3,NO DEFAULT
15281,25,128600.0,MORTGAGE,9,PERSONAL,A,28000.0,7.9,5,Yes,3,NO DEFAULT
15282,22,60000.0,RENT,4,EDUCATION,A,15000.0,11.71,2,Yes,3,NO DEFAULT
15283,23,129600.0,OWN,7,PERSONAL,A,13500.0,5.42,3,Yes,2,NO DEFAULT
15284,25,129600.0,MORTGAGE,4,PERSONAL,A,3000.0,11.12,5,Yes,3,NO DEFAULT
15285,23,129996.0,MORTGAGE,2,VENTURE,A,30000.0,11.11,3,Yes,4,NO DEFAULT
15286,25,129996.0,MORTGAGE,9,VENTURE,A,7500.0,11.86,5,Yes,3,NO DEFAULT
15287,24,60000.0,RENT,6,HOME IMPROVEMENT,B,15000.0,13.99,4,Yes,4,NO DEFAULT
15288,22,60000.0,RENT,5,EDUCATION,A,15000.0,10.59,2,Yes,3,NO DEFAULT
15289,25,60000.0,RENT,5,DEBT CONSOLIDATION,B,15000.0,12.99,5,Yes,4,NO DEFAULT
15290,22,130000.0,MORTGAGE,6,PERSONAL,B,3000.0,13.49,2,Yes,2,NO DEFAULT
15291,23,60000.0,RENT,4,DEBT CONSOLIDATION,A,15000.0,11.11,3,Yes,2,NO DEFAULT
15292,26,130000.0,MORTGAGE,10,PERSONAL,C,3000.0,17.58,6,Yes,3,NO DEFAULT
15293,24,60000.0,RENT,4,VENTURE,A,15000.0,6.17,4,Yes,3,NO DEFAULT
15294,24,130000.0,MORTGAGE,8,VENTURE,A,6000.0,6.62,4,Yes,2,NO DEFAULT
15295,22,60000.0,RENT,6,MEDICAL,B,15000.0,13.35,2,Yes,3,NO DEFAULT
15296,26,130000.0,MORTGAGE,8,PERSONAL,A,10000.0,6.03,6,Yes,2,NO DEFAULT
15297,26,130000.0,MORTGAGE,5,PERSONAL,C,35000.0,18.25,6,Yes,4,NO DEFAULT
15298,24,130000.0,MORTGAGE,3,DEBT CONSOLIDATION,A,5000.0,12.42,4,Yes,2,NO DEFAULT
15299,26,130000.0,MORTGAGE,2,MEDICAL,A,18000.0,7.9,6,Yes,2,NO DEFAULT
15300,22,60000.0,RENT,5,MEDICAL,A,15000.0,10.99,2,Yes,4,NO DEFAULT
15301,25,130000.0,MORTGAGE,9,HOME IMPROVEMENT,A,35000.0,10.99,5,Yes,3,NO DEFAULT
15302,26,130000.0,MORTGAGE,7,VENTURE,C,6500.0,15.99,6,Yes,3,NO DEFAULT
15303,24,130000.0,MORTGAGE,8,DEBT CONSOLIDATION,A,7000.0,11.99,4,Yes,3,NO DEFAULT
15304,24,60000.0,RENT,7,HOME IMPROVEMENT,B,15000.0,13.85,4,Yes,2,NO DEFAULT
15305,25,60000.0,RENT,7,DEBT CONSOLIDATION,A,15000.0,10.99,5,Yes,3,NO DEFAULT
15306,26,130000.0,MORTGAGE,3,MEDICAL,A,8600.0,5.99,6,Yes,3,NO DEFAULT
15307,23,60000.0,RENT,7,PERSONAL,B,15000.0,14.22,3,Yes,2,NO DEFAULT
15308,24,60000.0,RENT,8,DEBT CONSOLIDATION,A,15000.0,11.83,4,Yes,3,NO DEFAULT
15309,24,130000.0,MORTGAGE,8,DEBT CONSOLIDATION,A,6000.0,10.59,4,Yes,2,NO DEFAULT
15310,25,130000.0,MORTGAGE,3,HOME IMPROVEMENT,B,8000.0,13.49,5,Yes,4,NO DEFAULT
15311,23,60000.0,RENT,4,VENTURE,A,15000.0,11.83,3,Yes,3,NO DEFAULT
15312,23,130000.0,MORTGAGE,1,EDUCATION,B,15000.0,12.87,3,Yes,4,NO DEFAULT
15313,25,130000.0,MORTGAGE,9,EDUCATION,A,15000.0,11.14,5,Yes,3,NO DEFAULT
15315,25,130000.0,MORTGAGE,5,HOME IMPROVEMENT,A,3000.0,5.42,5,Yes,2,NO DEFAULT
15316,23,130000.0,MORTGAGE,4,EDUCATION,A,6800.0,8.49,3,Yes,3,NO DEFAULT
15317,23,130000.0,MORTGAGE,7,MEDICAL,B,5000.0,14.79,3,Yes,3,NO DEFAULT
15318,22,130000.0,MORTGAGE,3,EDUCATION,B,14500.0,10.99,2,Yes,4,NO DEFAULT
15319,22,60132.0,RENT,7,EDUCATION,B,15000.0,14.26,2,Yes,4,NO DEFAULT
15320,22,54225.0,RENT,4,EDUCATION,D,15000.0,16.7,2,Yes,4,DEFAULT
15321,23,60480.0,RENT,7,EDUCATION,A,15000.0,10.83,3,Yes,2,NO DEFAULT
15322,23,130000.0,MORTGAGE,7,EDUCATION,A,5000.0,5.79,3,Yes,4,NO DEFAULT
15323,24,100300.0,MORTGAGE,2,MEDICAL,C,30000.0,14.91,4,Yes,3,DEFAULT
15324,23,130000.0,MORTGAGE,7,DEBT CONSOLIDATION,A,6000.0,5.79,3,Yes,3,NO DEFAULT
15325,24,130000.0,MORTGAGE,4,HOME IMPROVEMENT,A,25000.0,10.74,4,Yes,3,NO DEFAULT
15326,25,130000.0,MORTGAGE,4,HOME IMPROVEMENT,A,6325.0,6.54,5,Yes,3,NO DEFAULT
15327,24,130000.0,MORTGAGE,8,EDUCATION,A,18500.0,10.99,4,Yes,2,NO DEFAULT
15328,22,55000.0,RENT,4,DEBT CONSOLIDATION,C,15000.0,14.83,2,Yes,4,DEFAULT
15329,24,61100.0,RENT,1,DEBT CONSOLIDATION,A,15000.0,12.53,4,Yes,2,NO DEFAULT
15330,23,130000.0,MORTGAGE,7,MEDICAL,A,25000.0,11.12,3,Yes,3,NO DEFAULT
15331,24,130000.0,MORTGAGE,8,HOME IMPROVEMENT,A,15000.0,7.88,4,Yes,4,NO DEFAULT
15332,25,130000.0,MORTGAGE,2,VENTURE,A,12000.0,7.51,5,Yes,2,NO DEFAULT
15333,24,61284.0,RENT,3,HOME IMPROVEMENT,C,15000.0,18.25,4,Yes,4,NO DEFAULT
15334,24,130000.0,MORTGAGE,8,PERSONAL,B,13000.0,13.61,4,Yes,4,NO DEFAULT
15335,25,130000.0,MORTGAGE,5,VENTURE,B,20000.0,13.48,5,Yes,2,NO DEFAULT
15336,24,61800.0,RENT,2,DEBT CONSOLIDATION,A,15000.0,10.99,4,Yes,4,NO DEFAULT
15337,26,130000.0,MORTGAGE,10,MEDICAL,A,4000.0,10.99,6,Yes,3,NO DEFAULT
15338,25,130000.0,MORTGAGE,3,HOME IMPROVEMENT,A,25000.0,11.36,5,Yes,3,NO DEFAULT
15339,23,56000.0,RENT,4,DEBT CONSOLIDATION,A,15000.0,12.69,3,No,4,DEFAULT
15340,23,130000.0,MORTGAGE,2,PERSONAL,A,10000.0,11.36,3,Yes,3,NO DEFAULT
15341,23,130000.0,MORTGAGE,7,EDUCATION,A,20000.0,10.62,3,Yes,4,NO DEFAULT
15342,21,56000.0,RENT,5,MEDICAL,D,15000.0,16.0,1,No,2,DEFAULT
15343,21,62004.0,RENT,4,VENTURE,A,15000.0,7.29,1,Yes,4,NO DEFAULT
15344,24,130000.0,MORTGAGE,5,DEBT CONSOLIDATION,A,25000.0,12.53,4,Yes,3,NO DEFAULT
15345,24,130000.0,MORTGAGE,4,HOME IMPROVEMENT,B,15000.0,14.26,4,Yes,4,NO DEFAULT
15346,22,130000.0,MORTGAGE,3,VENTURE,A,24250.0,12.18,2,Yes,4,NO DEFAULT
15347,25,62280.0,RENT,3,EDUCATION,A,15000.0,8.94,5,Yes,4,NO DEFAULT
15348,24,130000.0,MORTGAGE,3,PERSONAL,A,25000.0,11.83,4,Yes,3,NO DEFAULT
15349,23,130000.0,OWN,7,VENTURE,C,22600.0,14.96,3,Yes,2,NO DEFAULT
15350,24,130000.0,OWN,8,VENTURE,A,22800.0,10.99,4,Yes,3,NO DEFAULT
15352,22,130000.0,MORTGAGE,6,MEDICAL,A,25000.0,11.83,2,Yes,3,NO DEFAULT
15353,22,130000.0,MORTGAGE,2,EDUCATION,A,13000.0,11.14,2,Yes,3,NO DEFAULT
15354,25,130000.0,MORTGAGE,2,VENTURE,C,19400.0,16.0,5,Yes,4,NO DEFAULT
15355,24,62400.0,RENT,8,EDUCATION,A,15000.0,9.45,4,Yes,4,NO DEFAULT
15356,23,130000.0,OWN,7,VENTURE,B,15000.0,13.22,3,Yes,3,NO DEFAULT
15357,22,130000.0,MORTGAGE,1,VENTURE,A,13000.0,8.94,2,Yes,4,NO DEFAULT
15358,25,130000.0,MORTGAGE,9,VENTURE,B,21000.0,13.16,5,Yes,3,NO DEFAULT
15359,25,130000.0,MORTGAGE,9,PERSONAL,A,15000.0,11.89,5,Yes,2,NO DEFAULT
15360,26,130000.0,MORTGAGE,9,EDUCATION,A,7000.0,8.0,6,Yes,2,NO DEFAULT
15361,25,58000.0,RENT,5,DEBT CONSOLIDATION,C,15000.0,18.25,5,No,2,DEFAULT
15362,24,130000.0,MORTGAGE,2,MEDICAL,A,1250.0,10.95,4,Yes,2,NO DEFAULT
15363,24,130000.0,MORTGAGE,6,PERSONAL,A,20000.0,11.58,4,Yes,2,NO DEFAULT
15364,26,130000.0,MORTGAGE,3,PERSONAL,A,5000.0,9.64,6,Yes,2,NO DEFAULT
15365,23,130008.0,MORTGAGE,4,MEDICAL,A,9000.0,7.74,3,Yes,2,NO DEFAULT
15366,23,130104.0,MORTGAGE,7,VENTURE,A,24000.0,6.54,3,Yes,2,NO DEFAULT
15367,23,130208.0,MORTGAGE,7,DEBT CONSOLIDATION,B,20000.0,12.73,3,Yes,4,NO DEFAULT
15368,22,130920.0,MORTGAGE,4,VENTURE,A,15000.0,8.94,2,Yes,2,NO DEFAULT
15369,23,130992.0,MORTGAGE,6,EDUCATION,A,6000.0,7.51,3,Yes,3,NO DEFAULT
15370,21,65000.0,RENT,4,PERSONAL,A,15000.0,12.42,1,Yes,4,NO DEFAULT
15372,25,131000.0,MORTGAGE,1,PERSONAL,B,7500.0,12.29,5,Yes,3,NO DEFAULT
15373,24,131004.0,MORTGAGE,8,PERSONAL,A,24000.0,7.49,4,Yes,4,NO DEFAULT
15376,26,132000.0,MORTGAGE,3,PERSONAL,A,2000.0,7.51,6,Yes,3,NO DEFAULT
15377,24,59000.0,RENT,5,EDUCATION,B,15000.0,14.79,4,Yes,3,DEFAULT
15378,26,132000.0,MORTGAGE,3,EDUCATION,A,10200.0,7.9,6,Yes,2,NO DEFAULT
15379,23,132000.0,MORTGAGE,5,PERSONAL,A,15000.0,6.99,3,Yes,2,NO DEFAULT
15380,25,65000.0,RENT,4,PERSONAL,B,15000.0,13.49,5,Yes,2,NO DEFAULT
15381,24,132000.0,MORTGAGE,8,VENTURE,C,14000.0,17.49,4,Yes,2,NO DEFAULT
15382,25,59000.0,RENT,4,MEDICAL,A,15000.0,9.99,5,No,3,DEFAULT
15383,26,132000.0,MORTGAGE,10,MEDICAL,A,11200.0,10.99,6,Yes,4,NO DEFAULT
15384,23,120000.0,MORTGAGE,7,HOME IMPROVEMENT,C,8000.0,10.99,3,Yes,2,DEFAULT
15385,26,65000.0,RENT,5,HOME IMPROVEMENT,A,15000.0,7.66,6,Yes,4,NO DEFAULT
15386,22,132000.0,MORTGAGE,3,MEDICAL,A,10000.0,7.66,2,Yes,2,NO DEFAULT
15387,23,132000.0,MORTGAGE,3,DEBT CONSOLIDATION,A,9600.0,7.14,3,Yes,3,NO DEFAULT
15388,24,65000.0,RENT,5,PERSONAL,A,15000.0,6.17,4,Yes,2,NO DEFAULT
15389,25,59000.0,RENT,4,DEBT CONSOLIDATION,D,15000.0,16.45,5,No,4,DEFAULT
15390,25,120000.0,MORTGAGE,4,HOME IMPROVEMENT,A,25000.0,10.99,5,No,2,DEFAULT
15391,25,132000.0,MORTGAGE,1,VENTURE,A,12000.0,10.99,5,Yes,2,NO DEFAULT
15392,23,65000.0,RENT,7,VENTURE,A,15000.0,11.12,3,Yes,3,NO DEFAULT
15393,23,132000.0,MORTGAGE,7,PERSONAL,B,9000.0,11.34,3,Yes,3,NO DEFAULT
15394,24,132132.0,MORTGAGE,8,MEDICAL,A,28000.0,8.49,4,Yes,3,NO DEFAULT
15395,23,65000.0,RENT,4,MEDICAL,A,15000.0,7.88,3,Yes,3,NO DEFAULT
15396,22,65000.0,RENT,4,MEDICAL,A,15000.0,11.36,2,Yes,3,NO DEFAULT
15397,26,132500.0,MORTGAGE,1,HOME IMPROVEMENT,A,12000.0,12.69,6,Yes,3,NO DEFAULT
15398,24,65000.0,RENT,8,MEDICAL,A,15000.0,9.88,4,Yes,2,NO DEFAULT
15399,23,65000.0,RENT,3,VENTURE,A,15000.0,8.94,3,Yes,3,NO DEFAULT
15400,24,132652.0,MORTGAGE,8,MEDICAL,A,28000.0,8.49,4,Yes,3,NO DEFAULT
15401,26,132750.0,MORTGAGE,8,HOME IMPROVEMENT,A,12000.0,11.49,6,Yes,4,NO DEFAULT
15402,24,132996.0,MORTGAGE,3,VENTURE,A,5000.0,10.99,4,Yes,3,NO DEFAULT
15403,24,133000.0,MORTGAGE,8,HOME IMPROVEMENT,A,3000.0,11.99,4,Yes,4,NO DEFAULT
15404,23,133000.0,MORTGAGE,2,EDUCATION,A,24000.0,10.99,3,Yes,4,NO DEFAULT
15405,24,133000.0,OWN,4,VENTURE,A,4000.0,7.4,4,Yes,3,NO DEFAULT
15406,25,133119.0,MORTGAGE,10,DEBT CONSOLIDATION,A,25000.0,10.99,5,Yes,3,NO DEFAULT
15407,24,103044.0,MORTGAGE,8,MEDICAL,C,11600.0,15.05,4,Yes,2,DEFAULT
15408,25,65000.0,RENT,9,EDUCATION,D,15000.0,16.32,5,Yes,2,NO DEFAULT
15409,25,65000.0,RENT,4,PERSONAL,A,15000.0,9.63,5,Yes,4,NO DEFAULT
15410,26,134000.0,MORTGAGE,2,EDUCATION,B,30000.0,13.49,6,Yes,3,NO DEFAULT
15411,25,59004.0,RENT,1,VENTURE,C,15000.0,15.58,5,No,2,DEFAULT
15412,22,65004.0,RENT,4,VENTURE,D,15000.0,16.95,2,Yes,3,NO DEFAULT
15413,26,134400.0,MORTGAGE,3,MEDICAL,B,10000.0,12.68,6,Yes,3,NO DEFAULT
15414,25,134748.0,MORTGAGE,4,HOME IMPROVEMENT,A,25000.0,10.75,5,Yes,3,NO DEFAULT
15415,23,60000.0,RENT,7,PERSONAL,A,15000.0,10.62,3,No,3,DEFAULT
15416,24,66500.0,RENT,4,PERSONAL,A,15000.0,6.54,4,Yes,3,NO DEFAULT
15417,24,135000.0,MORTGAGE,8,VENTURE,A,21000.0,12.69,4,Yes,2,NO DEFAULT
15418,20,135000.0,MORTGAGE,1,VENTURE,B,15000.0,15.96,2,Yes,2,NO DEFAULT
15419,24,135000.0,MORTGAGE,5,HOME IMPROVEMENT,A,8800.0,6.03,4,Yes,2,NO DEFAULT
15420,26,135000.0,MORTGAGE,11,EDUCATION,A,6700.0,6.03,6,Yes,4,NO DEFAULT
15421,25,135000.0,MORTGAGE,9,HOME IMPROVEMENT,C,10000.0,15.62,5,Yes,3,NO DEFAULT
15422,24,135000.0,MORTGAGE,8,VENTURE,A,5225.0,7.49,4,Yes,3,NO DEFAULT
15423,24,135000.0,MORTGAGE,4,MEDICAL,A,25000.0,7.49,4,Yes,2,NO DEFAULT
15424,26,135000.0,MORTGAGE,10,DEBT CONSOLIDATION,B,24000.0,12.99,6,Yes,2,NO DEFAULT
15425,23,135000.0,MORTGAGE,1,VENTURE,C,12500.0,15.99,3,Yes,2,NO DEFAULT
15426,24,135000.0,MORTGAGE,4,EDUCATION,A,6000.0,6.92,4,Yes,2,NO DEFAULT
15427,24,135000.0,MORTGAGE,8,PERSONAL,A,21000.0,10.74,4,Yes,2,NO DEFAULT
15429,24,135000.0,MORTGAGE,4,HOME IMPROVEMENT,A,10000.0,10.99,4,Yes,3,NO DEFAULT
15430,23,135000.0,OWN,7,VENTURE,A,16000.0,6.91,3,Yes,3,NO DEFAULT
15431,24,135000.0,MORTGAGE,8,MEDICAL,A,17000.0,6.17,4,Yes,4,NO DEFAULT
15432,22,68000.0,RENT,7,MEDICAL,A,15000.0,10.37,2,Yes,3,NO DEFAULT
15433,26,104550.0,MORTGAGE,5,MEDICAL,C,24000.0,15.21,6,Yes,4,DEFAULT
15434,24,135000.0,MORTGAGE,3,VENTURE,A,21000.0,10.38,4,Yes,4,NO DEFAULT
15435,26,104550.0,MORTGAGE,6,MEDICAL,C,15000.0,15.33,6,No,3,DEFAULT
15436,23,69000.0,RENT,3,EDUCATION,A,15000.0,10.65,3,Yes,4,NO DEFAULT
15437,21,69000.0,RENT,3,MEDICAL,A,15000.0,8.49,1,Yes,2,NO DEFAULT
15438,25,135000.0,MORTGAGE,9,PERSONAL,C,25000.0,16.07,5,Yes,4,NO DEFAULT
15439,25,135000.0,MORTGAGE,4,DEBT CONSOLIDATION,B,20000.0,12.73,5,Yes,3,NO DEFAULT
15440,24,69400.0,RENT,8,VENTURE,C,15000.0,13.24,4,Yes,4,NO DEFAULT
15441,25,135000.0,MORTGAGE,4,VENTURE,C,16000.0,10.99,5,Yes,3,NO DEFAULT
15442,24,135000.0,MORTGAGE,4,VENTURE,B,12500.0,10.99,4,Yes,4,NO DEFAULT
15443,23,69996.0,RENT,4,PERSONAL,B,15000.0,13.43,3,Yes,4,NO DEFAULT
15444,24,123000.0,MORTGAGE,8,DEBT CONSOLIDATION,B,24250.0,12.87,4,Yes,4,DEFAULT
15445,23,135000.0,MORTGAGE,8,EDUCATION,E,10000.0,18.43,3,Yes,4,NO DEFAULT
15446,23,69996.0,RENT,7,EDUCATION,A,15000.0,11.89,3,Yes,4,NO DEFAULT
15447,22,135000.0,MORTGAGE,4,DEBT CONSOLIDATION,A,10800.0,8.0,2,Yes,4,NO DEFAULT
15448,25,70000.0,RENT,9,HOME IMPROVEMENT,C,15000.0,16.02,5,Yes,4,NO DEFAULT
15449,24,135000.0,MORTGAGE,8,EDUCATION,A,12000.0,9.38,4,Yes,2,NO DEFAULT
15450,23,136000.0,MORTGAGE,2,PERSONAL,C,9800.0,15.99,3,Yes,3,NO DEFAULT
15451,21,70000.0,RENT,5,EDUCATION,B,15000.0,10.99,1,Yes,3,NO DEFAULT
15452,21,70000.0,RENT,5,EDUCATION,A,15000.0,10.38,1,Yes,2,NO DEFAULT
15453,25,136000.0,MORTGAGE,1,DEBT CONSOLIDATION,B,8000.0,12.87,5,Yes,3,NO DEFAULT
15454,26,70000.0,RENT,6,VENTURE,D,15000.0,16.35,6,Yes,3,NO DEFAULT
15455,26,105400.0,MORTGAGE,6,MEDICAL,C,24000.0,14.61,6,No,3,DEFAULT
15456,23,136000.0,MORTGAGE,7,DEBT CONSOLIDATION,A,8000.0,8.32,3,Yes,3,NO DEFAULT
15457,26,137000.0,MORTGAGE,3,EDUCATION,A,21500.0,6.62,6,Yes,4,NO DEFAULT
15458,25,70000.0,RENT,6,PERSONAL,A,15000.0,11.89,5,Yes,2,NO DEFAULT
15459,22,137000.0,MORTGAGE,3,MEDICAL,A,25000.0,9.99,2,Yes,4,NO DEFAULT
15460,26,137000.0,MORTGAGE,3,EDUCATION,A,3500.0,12.18,6,Yes,2,NO DEFAULT
15461,23,137000.0,MORTGAGE,4,EDUCATION,A,11400.0,9.63,3,Yes,2,NO DEFAULT
15462,22,137004.0,MORTGAGE,3,VENTURE,A,10000.0,5.79,2,Yes,2,NO DEFAULT
15463,25,64000.0,RENT,8,DEBT CONSOLIDATION,C,15000.0,14.42,5,Yes,3,DEFAULT
15464,26,138000.0,MORTGAGE,4,DEBT CONSOLIDATION,A,7500.0,6.03,6,Yes,3,NO DEFAULT
15465,25,138000.0,MORTGAGE,9,PERSONAL,A,8000.0,6.99,5,Yes,4,NO DEFAULT
15466,22,70204.0,RENT,6,PERSONAL,C,15000.0,15.7,2,Yes,3,NO DEFAULT
15467,21,70500.0,RENT,5,VENTURE,A,15000.0,8.0,1,Yes,3,NO DEFAULT
15468,24,138000.0,OWN,8,PERSONAL,A,16500.0,6.54,4,Yes,3,NO DEFAULT
15469,23,138000.0,MORTGAGE,7,PERSONAL,A,2700.0,11.86,3,Yes,2,NO DEFAULT
15470,25,138000.0,MORTGAGE,4,MEDICAL,A,5000.0,11.86,5,Yes,4,NO DEFAULT
15471,25,138000.0,OWN,9,MEDICAL,A,21600.0,10.99,5,Yes,4,NO DEFAULT
15472,25,138000.0,MORTGAGE,3,EDUCATION,B,9000.0,12.22,5,Yes,3,NO DEFAULT
15474,25,126996.0,MORTGAGE,8,DEBT CONSOLIDATION,B,5000.0,12.73,5,Yes,2,DEFAULT
15477,26,139992.0,MORTGAGE,4,DEBT CONSOLIDATION,A,14400.0,10.99,6,Yes,2,NO DEFAULT
15478,24,65000.0,RENT,8,VENTURE,D,15000.0,16.32,4,Yes,4,DEFAULT
15479,23,140000.0,OWN,6,EDUCATION,B,16400.0,15.96,3,Yes,3,NO DEFAULT
15480,24,128000.0,MORTGAGE,7,DEBT CONSOLIDATION,C,18000.0,17.27,4,Yes,2,DEFAULT
15481,25,140000.0,MORTGAGE,3,MEDICAL,A,8000.0,11.71,5,Yes,2,NO DEFAULT
15482,21,140000.0,MORTGAGE,2,EDUCATION,A,18000.0,7.9,1,Yes,4,NO DEFAULT
15483,23,140000.0,MORTGAGE,7,PERSONAL,A,12000.0,11.71,3,Yes,4,NO DEFAULT
15484,25,72000.0,RENT,7,DEBT CONSOLIDATION,A,15000.0,12.42,5,Yes,3,NO DEFAULT
15485,26,72000.0,RENT,6,PERSONAL,A,15000.0,6.92,6,Yes,3,NO DEFAULT
15486,26,66000.0,RENT,2,PERSONAL,C,15000.0,16.02,6,No,2,DEFAULT
15487,25,72000.0,RENT,7,DEBT CONSOLIDATION,B,15000.0,12.68,5,Yes,3,NO DEFAULT
15488,23,140000.0,MORTGAGE,4,PERSONAL,A,12000.0,5.42,3,Yes,3,NO DEFAULT
15489,23,140000.0,MORTGAGE,7,PERSONAL,A,12000.0,8.49,3,Yes,3,NO DEFAULT
15490,22,72000.0,RENT,6,VENTURE,D,15000.0,17.19,2,Yes,2,NO DEFAULT
15491,24,72000.0,RENT,4,MEDICAL,A,15000.0,10.99,4,Yes,4,NO DEFAULT
15492,22,140000.0,MORTGAGE,6,EDUCATION,A,10000.0,10.99,2,Yes,3,NO DEFAULT
